2004,238215,
2005,247663,
2006,259280,
2007,270672,
2008,273256,
2009,270373,
2010,280284, 
2011,283699, 
2012,289658, 
2013,294959, 
2014,299731, 
2015,309197, 
2016,313318, 
2017,321322, 
 , , 
 , , 
 , , 
 , , 
 , , 
 , , 
